category,job_title,Text,experience_years,skills,education
Python Developers/Data Engineers Resumes,AI Engineer,"Mid-Level AI Engineer with 5.4+ years of experience in Python Developers/Data Engineers.. Proven expertise in Python, PostgreSQL, Kafka, Docker, ETL and Data Pipelines.. Educated with PhD in Computer Science from Oxford.. Previously worked at Intel where I led scalable solutions.. Managed technical debt reduction initiatives saving 180 developer hours monthly. Mentored 2 junior developers and conducted code reviews. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Python.",5.4,"Data Pipelines, Redis, Dask, MongoDB, Python, Docker",PhD in Computer Science
Backend Developers Resumes,Node.js Developer,"Principal/Leadership Node.js Developer with 8.6+ years of experience in Backend Developers.. Proven expertise in Microservices, Node.js, MongoDB, Python and Kubernetes.. Educated with Bachelor's in Electrical Engineering from Stanford.. Previously worked at PwC where I led enterprise-level solutions.. Built and managed 19 person engineering organization. Advised C-suite on technology strategy and digital transformation initiatives. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in MongoDB.",8.6,"PostgreSQL, Kubernetes, Spring Boot, Docker, Microservices, Redis, AWS, Python",Master's in Information Systems
Security Engineers Resumes,Penetration Tester,"Junior To Mid-Level Penetration Tester with 3.6+ years of experience in Security Engineers.. Proven expertise in Network Security, Penetration Testing, CISSP, Vulnerability Assessment, Encryption and CEH.. Educated with Master's in Computer Science from Cambridge.. Previously worked at Spotify where I architected customer-facing solutions.. Implemented automated testing resulting in 20% reduction in bugs. Improved system performance by 27% through optimization. Collaborated with cross-functional teams on 3 major initiatives. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Encryption.",3.6,"Firewalls, Network Security, Bash, Vulnerability Assessment, Penetration Testing",Master's in Data Science
Python Developers/Data Engineers Resumes,Machine Learning Engineer,"Mid-Level Machine Learning Engineer with 5.1+ years of experience in Python Developers/Data Engineers.. Proven expertise in SQL, Docker, Spark, AWS, Data Pipelines, Pandas and NumPy.. Educated with Bachelor's in Mathematics from MIT.. Previously worked at Deloitte where I implemented mission-critical solutions.. Led development of 4 high-impact features serving 12490+ users. Managed technical debt reduction initiatives saving 83 developer hours monthly. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in SQL.",5.1,"Python, Pandas, Redis, ETL",Master's in Information Systems
Mobile Developers Resumes,Flutter Developer,"Senior Flutter Developer with 6.1+ years of experience in Mobile Developers.. Proven expertise in Google Play, Git, Kotlin, Mobile UI/UX and Dart.. Educated with Master's in Information Systems from Harvard.. Previously worked at Uber where I architected mission-critical solutions.. Established engineering best practices adopted across 5 teams. Led team of 5 engineers delivering critical business solutions. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Mobile UI/UX.",6.1,"Mobile UI/UX, App Store, Android, Firebase",Master's in Artificial Intelligence
Full Stack Developers Resumes,Python Full Stack Developer,"Junior To Mid-Level Python Full Stack Developer with 3.9+ years of experience in Full Stack Developers.. Proven expertise in JavaScript, Node.js, Microservices and React.. Educated with Bachelor's in Computer Science from Stanford.. Previously worked at Dell where I developed mission-critical solutions.. Implemented automated testing resulting in 46% reduction in bugs. Improved system performance by 32% through optimization. Successfully delivered 6 projects using React and Node.js. Collaborated with cross-functional teams on 3 major initiatives. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in React.",3.9,"Redis, Spring Boot, React, Python, GraphQL, ElasticSearch, CI/CD, Node.js",Master's in Computer Science
DevOps Engineers Resumes,Cloud Engineer,"Principal/Leadership Cloud Engineer with 17.6+ years of experience in DevOps Engineers.. Proven expertise in Azure, Terraform, GCP and CI/CD.. Educated with Master's in Artificial Intelligence from Stanford.. Previously worked at Oracle where I architected customer-facing solutions.. Drove 41% revenue growth through technical innovation. Built and managed 34 person engineering organization. Advised C-suite on technology strategy and digital transformation initiatives. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in CI/CD.",17.6,"Python, Linux, AWS, Jenkins, ELK Stack, Prometheus, Grafana",Bachelor's in Mathematics
Mobile Developers Resumes,iOS Developer,"Senior iOS Developer with 6.4+ years of experience in Mobile Developers.. Proven expertise in Mobile UI/UX, Firebase, Git, Google Play and Android.. Educated with Bachelor's in Information Technology from Stanford.. Previously worked at Deloitte where I managed enterprise-level solutions.. Led team of 11 engineers delivering critical business solutions. Spearheaded cloud migration project saving $375K annually. Drove technical strategy resulting in 33% increase in team velocity. Established engineering best practices adopted across 3 teams. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Git.",6.4,"REST APIs, Android Studio, Firebase, Android, Xcode, iOS",Bachelor's in Business Administration
Data Analysts Resumes,Business Intelligence Analyst,"Junior To Mid-Level Business Intelligence Analyst with 2.6+ years of experience in Data Analysts.. Proven expertise in R, Data Analysis, Big Data, Excel, NumPy and Data Visualization.. Educated with Bachelor's in Computer Science from Georgia Tech.. Previously worked at Citigroup where I led enterprise-level solutions.. Successfully delivered 11 projects using NumPy and Data Analysis. Improved system performance by 35% through optimization. Implemented automated testing resulting in 39% reduction in bugs. Collaborated with cross-functional teams on 6 major initiatives. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Data Visualization.",2.6,"Dashboard Creation, NumPy, Pandas, Python, R",Bachelor's in Electrical Engineering
Full Stack Developers Resumes,Java Full Stack Developer,"Mid-Level Java Full Stack Developer with 5.5+ years of experience in Full Stack Developers.. Proven expertise in Python, JavaScript, Docker, Microservices, Redis, Git and PostgreSQL.. Educated with PhD in Computer Science from Carnegie Mellon.. Previously worked at PwC where I architected enterprise-level solutions.. Mentored 4 junior developers and conducted code reviews. Architected scalable solutions using PostgreSQL and JavaScript. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in PostgreSQL.",5.5,"MongoDB, Node.js, ElasticSearch, Spring Boot",Bachelor's in Information Technology
Technical Project Managers Resumes,Delivery Manager,"Junior To Mid-Level Delivery Manager with 3.1+ years of experience in Technical Project Managers.. Proven expertise in Budgeting, Strategic Planning, Risk Management, Stakeholder Management, JIRA, SDLC and Microsoft Project.. Educated with Bachelor's in Business Administration from Cambridge.. Previously worked at Hewlett Packard where I implemented scalable solutions.. Collaborated with cross-functional teams on 4 major initiatives. Successfully delivered 7 projects using Strategic Planning and Risk Management. Improved system performance by 13% through optimization. Implemented automated testing resulting in 35% reduction in bugs. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Stakeholder Management.",3.1,"SDLC, Agile, PMP, Stakeholder Management",Bachelor's in Electrical Engineering
Backend Developers Resumes,Spring Boot Developer,"Junior To Mid-Level Spring Boot Developer with 3.8+ years of experience in Backend Developers.. Proven expertise in Python, Spring Boot, Node.js and Redis.. Educated with Master's in Information Systems from Carnegie Mellon.. Previously worked at Intel where I managed scalable solutions.. Improved system performance by 23% through optimization. Successfully delivered 11 projects using Spring Boot and Redis. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Node.js.",3.8,"RabbitMQ, Python, Docker, MongoDB, Java, MySQL, Node.js",Master's in Data Science
